2016-10-01 00:00:00,104,21636,307,403,online,431,46
2016-10-01 00:00:00,104,21524,307,403,online,459,206
2016-10-01 00:00:00,104,21081,307,403,online,452,309
2016-10-01 00:00:00,104,20877,308,404,online,615,259
2016-10-01 00:00:00,104,21061,308,404,online,953,152
2016-10-01 00:00:00,104,22021,307,403,online,511,362
2016-10-01 00:00:00,104,20763,308,404,online,1154,51
2016-10-01 00:00:00,104,20512,308,404,online,1574,40
2016-10-01 00:00:00,102,21712,306,407,offline,1329,263
2016-10-01 00:00:00,102,20098,302,408,offline,1259,6
2016-10-01 00:00:00,104,20862,307,403,online,858,267
2016-10-01 00:00:00,104,20006,307,403,online,850,100
2016-10-01 00:00:00,104,21716,307,403,online,805,13
2016-10-01 00:00:00,102,21537,306,407,offline,1429,53
2016-10-01 00:00:00,104,20437,307,403,online,242,24
2016-10-01 00:00:00,104,21566,307,403,online,249,34
2016-10-01 00:00:00,102,20220,306,407,offline,732,154
2016-10-01 00:00:00,102,20425,306,407,offline,943,286
2016-10-01 00:00:00,104,21872,308,404,online,1934,3
2016-10-01 00:00:00,104,21183,307,403,online,524,52
2016-10-01 00:00:00,104,20074,308,404,online,1751,40
2016-10-01 00:00:00,104,22021,307,403,online,430,47
2016-10-01 00:00:00,104,20911,301,405,online,1375,13
2016-10-01 00:00:00,104,21524,307,403,online,381,132
2016-10-01 00:00:00,102,21221,306,407,offline,1499,16
2016-10-01 00:00:00,104,21081,307,403,online,376,1332
2016-10-01 00:00:00,104,21326,307,403,online,352,87
2016-10-01 00:00:00,104,21636,307,403,online,360,421
2016-10-01 00:00:00,104,21183,307,403,online,438,55
2016-10-01 00:00:00,104,20862,307,403,online,539,1264
2016-10-01 00:00:00,104,20006,307,403,online,549,308
2016-10-01 00:00:00,104,20416,301,405,online,723,59
2016-10-01 00:00:00,104,21961,308,404,online,1499,26
2016-10-01 00:00:00,104,21081,307,403,online,373,204
2016-10-01 00:00:00,104,22021,307,403,online,427,17
2016-10-01 00:00:00,104,21183,307,403,online,438,56
2016-10-01 00:00:00,104,20862,307,403,online,540,105
2016-10-01 00:00:00,104,20006,307,403,online,550,14
2016-10-01 00:00:00,104,21731,301,405,online,492,25
2016-10-01 00:00:00,104,20944,301,405,online,669,34
2016-10-01 00:00:00,104,21986,301,405,online,353,354
2016-10-01 00:00:00,104,20003,301,405,online,918,29
2016-10-01 00:00:00,104,21801,301,405,online,861,24
2016-10-01 00:00:00,102,20973,306,407,offline,564,240
2016-10-01 00:00:00,103,20973,306,407,offline,546,146
2016-10-01 00:00:00,101,20688,303,401,offline,1351,101
2016-10-01 00:00:00,101,20076,303,401,offline,1166,202
2016-10-01 00:00:00,104,20877,308,404,online,532,153
2016-10-01 00:00:00,103,21188,303,410,offline,1966,13
2016-10-01 00:00:00,104,20763,308,404,online,988,105
2016-10-01 00:00:00,104,20367,304,409,offline,1532,12
2016-10-01 00:00:00,104,21961,308,404,online,1504,154
2016-10-01 00:00:00,105,21571,303,401,online,905,59
2016-10-01 00:00:00,105,21250,303,401,online,1305,58
2016-10-01 00:00:00,105,20747,302,408,online,1150,41
2016-10-01 00:00:00,105,20168,302,408,online,987,44
2016-10-01 00:00:00,105,21619,306,402,online,278,82
2016-10-01 00:00:00,105,20413,306,407,online,746,93
2016-10-01 00:00:00,105,21583,305,412,online,1505,29
2016-10-01 00:00:00,105,21001,305,412,online,1328,26
2016-10-01 00:00:00,105,21917,305,412,online,799,119
2016-10-01 00:00:00,105,22028,305,412,online,527,151
2016-10-01 00:00:00,105,20396,305,412,online,439,83
2016-10-01 00:00:00,105,20313,305,412,online,1061,87
2016-10-01 00:00:00,105,20206,305,412,online,881,124
2016-10-01 00:00:00,105,21229,305,412,online,313,606
2016-10-01 00:00:00,105,20581,305,412,online,426,331
2016-10-01 00:00:00,105,20743,305,412,online,369,768
2016-10-01 00:00:00,105,20352,305,412,online,505,673
2016-10-01 00:00:00,105,20653,305,412,online,269,801
2016-10-01 00:00:00,105,20152,305,412,online,190,500
2016-10-01 00:00:00,105,20078,303,401,online,907,356
2016-10-01 00:00:00,105,21598,305,412,online,542,313
2016-10-01 00:00:00,105,21001,305,412,online,909,187
2016-10-01 00:00:00,105,21913,306,407,online,1122.17,15
2016-10-01 00:00:00,101,20688,303,401,offline,1356,107
2016-10-01 00:00:00,101,20844,303,401,offline,2353,57
2016-10-01 00:00:00,104,20796,304,409,offline,1572,262
2016-10-01 00:00:00,104,21049,304,409,offline,1301,25
2016-10-01 00:00:00,104,20986,304,409,offline,1043,171
2016-10-01 00:00:00,104,20740,304,409,offline,1090,16
2016-10-01 00:00:00,104,20668,304,409,offline,1386,215
2016-10-01 00:00:00,105,21744,302,408,online,567.15,49
2016-10-01 00:00:00,105,20210,302,408,online,993.675,24
2016-10-01 00:00:00,105,21715,302,408,online,862.92,17
2016-10-01 00:00:00,105,21176,302,408,online,1120.3,11
2016-10-01 00:00:00,105,21026,306,407,online,722.165,19
2016-10-01 00:00:00,105,20139,306,407,online,536.825,37
2016-10-01 00:00:00,105,20650,306,407,online,784.945,49
2016-10-01 00:00:00,105,20116,306,407,online,705.905,29
2016-10-01 00:00:00,105,21583,305,412,online,1007,128
2016-10-01 00:00:00,104,21061,308,404,online,763,451
2016-10-01 00:00:00,105,20351,305,412,online,1327,52
2016-10-01 00:00:00,105,20415,305,412,online,894,64
2016-10-01 00:00:00,105,20900,306,407,online,881,17
2016-10-01 00:00:00,105,21373,306,407,online,1143,21
2016-10-01 00:00:00,104,20512,308,404,online,1396,65
2016-10-01 00:00:00,104,21081,307,403,online,369,62
2016-10-01 00:00:00,104,21183,307,403,online,427,118
2016-10-01 00:00:00,104,20862,307,403,online,543,212
2016-10-01 00:00:00,104,21081,307,403,online,368,120
2016-10-01 00:00:00,104,21524,307,403,online,370,156
2016-10-01 00:00:00,104,21081,307,403,online,377,402
2016-10-01 00:00:00,104,21731,301,405,online,419,7
2016-10-01 00:00:00,104,21731,301,405,online,412,29
2016-10-01 00:00:00,104,20003,301,405,online,737,11
2016-10-01 00:00:00,104,20416,301,405,online,726,27
2016-10-01 00:00:00,104,21061,308,404,online,757,102
2016-10-01 00:00:00,104,21081,307,403,online,368,62
2016-10-01 00:00:00,104,21524,307,403,online,377,10
2016-10-01 00:00:00,104,21183,307,403,online,430,36
2016-10-01 00:00:00,104,20862,307,403,online,554,17
2016-10-01 00:00:00,104,21986,301,405,online,336,144
2016-10-01 00:00:00,105,21656,306,407,online,677,44
2016-10-01 00:00:00,105,21587,305,412,online,714,62
2016-10-01 00:00:00,105,20265,306,407,online,595,37
2016-10-01 00:00:00,105,21141,306,407,online,1060,19
2016-10-01 00:00:00,105,20296,305,412,online,158,127
2016-10-01 00:00:00,105,20545,305,412,online,115,5547
2016-10-01 00:00:00,105,20977,302,408,online,552,15
2016-10-01 00:00:00,105,20591,302,408,online,541,42
2016-10-01 00:00:00,105,21067,302,408,online,1616,10
2016-10-01 00:00:00,105,20466,302,408,online,1269,11
2016-10-01 00:00:00,105,21840,302,408,online,1612,8
2016-10-01 00:00:00,105,21715,302,408,online,1026,66
2016-10-01 00:00:00,105,20168,302,408,online,1186,16
2016-10-01 00:00:00,105,21936,302,408,online,992,4
2016-10-01 00:00:00,105,21059,302,408,online,991,14
2016-10-01 00:00:00,105,20333,302,408,online,1833,5
2016-10-01 00:00:00,105,21619,306,402,online,341,38
2016-10-01 00:00:00,105,21147,306,407,online,1252,6
2016-10-01 00:00:00,105,21026,306,407,online,841,38
2016-10-01 00:00:00,105,21053,306,407,online,756,16
2016-10-01 00:00:00,105,21881,306,407,online,690,19
2016-10-01 00:00:00,105,20650,306,407,online,892,8
2016-10-01 00:00:00,105,21913,306,407,online,1354,12
2016-10-01 00:00:00,105,20413,306,407,online,971,15
2016-10-01 00:00:00,102,20226,303,401,offline,851,26
2016-10-01 00:00:00,102,21057,303,401,offline,1036,41
2016-10-01 00:00:00,102,22035,305,412,offline,2005,49
2016-10-01 00:00:00,102,20433,305,412,offline,1801,27
2016-10-01 00:00:00,102,20922,305,412,offline,1356,33
2016-10-01 00:00:00,102,20662,305,412,offline,225,109
2016-10-01 00:00:00,102,21274,305,412,offline,204,305
2016-10-01 00:00:00,102,21068,305,412,offline,270,204
2016-10-01 00:00:00,102,20360,303,401,offline,1467,17
2016-10-01 00:00:00,102,20519,303,401,offline,2514,9
2016-10-01 00:00:00,102,20076,303,401,offline,1156,23
2016-10-01 00:00:00,102,20226,303,401,offline,851,55
2016-10-01 00:00:00,102,20717,303,401,offline,2166,36
2016-10-01 00:00:00,102,21057,303,401,offline,1036,195
2016-10-01 00:00:00,102,20591,302,408,offline,483,13
2016-10-01 00:00:00,102,20834,302,408,offline,789,18
2016-10-01 00:00:00,102,20846,302,408,offline,1361,18
2016-10-01 00:00:00,102,20733,302,408,offline,1516,7
2016-10-01 00:00:00,102,20542,302,408,offline,677,34
2016-10-01 00:00:00,102,20559,303,401,offline,2409,11
2016-10-01 00:00:00,102,21295,302,408,offline,797,24
2016-10-01 00:00:00,101,20826,302,408,offline,1236,104
2016-10-01 00:00:00,101,20813,302,408,offline,819,88
2016-10-01 00:00:00,101,20226,303,401,offline,868,99
2016-10-01 00:00:00,101,20717,303,401,offline,2166,287
2016-10-01 00:00:00,101,21057,303,401,offline,1027,66
2016-10-01 00:00:00,101,20433,305,412,offline,1807,5
2016-10-01 00:00:00,101,20305,305,412,offline,663,41
2016-10-01 00:00:00,101,20189,305,412,offline,240,104
2016-10-01 00:00:00,103,21712,306,407,offline,1263,404
2016-10-01 00:00:00,103,20135,303,401,offline,713,108
2016-10-01 00:00:00,103,20226,303,401,offline,863,121
2016-10-01 00:00:00,103,20226,303,401,offline,859,161
2016-10-01 00:00:00,103,20717,303,401,offline,2153,201
2016-10-01 00:00:00,103,21057,303,401,offline,1033,151
2016-10-01 00:00:00,103,21926,305,412,offline,305,102
2016-10-01 00:00:00,103,20151,305,412,offline,555,108
2016-10-01 00:00:00,103,21850,305,412,offline,621,52
2016-10-01 00:00:00,103,20702,305,412,offline,308,104
2016-10-01 00:00:00,103,20140,305,412,offline,888,108
2016-10-01 00:00:00,103,21274,305,412,offline,209,401
2016-10-01 00:00:00,101,20241,302,408,offline,1292,7
2016-10-01 00:00:00,101,21764,302,408,offline,695,83
2016-10-01 00:00:00,101,20559,303,401,offline,2418,25
2016-10-01 00:00:00,102,21442,302,408,offline,790,16
2016-10-01 00:00:00,102,21362,302,408,offline,1097,11
2016-10-01 00:00:00,102,20656,305,412,offline,403,101
2016-10-01 00:00:00,103,21694,302,408,offline,1441,27
2016-10-01 00:00:00,102,20460,302,408,offline,1265,39
2016-10-01 00:00:00,102,20679,302,408,offline,1415,36
2016-10-01 00:00:00,103,21209,302,408,offline,3062,4
2016-10-01 00:00:00,103,20700,306,407,offline,810,41
2016-10-01 00:00:00,103,21284,306,407,offline,901,16
2016-10-01 00:00:00,103,20045,306,407,offline,623,102
2016-10-01 00:00:00,103,20573,306,407,offline,688,101
2016-10-01 00:00:00,103,21739,306,407,offline,768,21
2016-10-01 00:00:00,103,21601,306,407,offline,529,18
2016-10-01 00:00:00,103,20973,306,407,offline,541,687
2016-10-01 00:00:00,102,20226,303,401,offline,862,201
2016-10-01 00:00:00,102,21449,303,401,offline,1053,201
2016-10-01 00:00:00,102,20020,305,412,offline,1912,8
2016-10-01 00:00:00,102,22035,305,412,offline,2015,17
2016-10-01 00:00:00,102,20433,305,412,offline,1818,12
2016-10-01 00:00:00,101,21531,302,408,offline,1298,17
2016-10-01 00:00:00,102,21920,305,412,offline,756,25
2016-10-01 00:00:00,102,21554,302,408,offline,1254,4
2016-10-01 00:00:00,102,21017,305,412,offline,662,104
2016-10-01 00:00:00,102,20483,305,412,offline,307,62
2016-10-01 00:00:00,102,20922,305,412,offline,1367,56
2016-10-01 00:00:00,102,21850,305,412,offline,618,53
2016-10-01 00:00:00,102,20140,305,412,offline,884,155
2016-10-01 00:00:00,102,20662,305,412,offline,215,102
2016-10-01 00:00:00,102,21274,305,412,offline,206,701
2016-10-01 00:00:00,102,20457,305,412,offline,158,706
2016-10-01 00:00:00,102,20135,303,401,offline,705,21
2016-10-01 00:00:00,102,20008,303,401,offline,545,40
2016-10-01 00:00:00,102,20717,303,401,offline,2157,104
2016-10-01 00:00:00,102,20922,305,412,offline,1352,37
2016-10-01 00:00:00,102,20978,305,412,offline,751,105
2016-10-01 00:00:00,102,20305,305,412,offline,665,102
2016-10-01 00:00:00,102,20151,305,412,offline,560,107
2016-10-01 00:00:00,102,20134,305,412,offline,725,21
2016-10-01 00:00:00,102,22046,305,412,offline,1216,108
2016-10-01 00:00:00,102,21379,305,412,offline,999,59
2016-10-01 00:00:00,102,20140,305,412,offline,883,63
2016-10-01 00:00:00,102,21703,305,412,offline,413,51
2016-10-01 00:00:00,102,20662,305,412,offline,210,102
2016-10-01 00:00:00,102,20457,305,412,offline,162,207
2016-10-01 00:00:00,101,20402,303,401,offline,488,20
2016-10-01 00:00:00,102,20323,305,412,offline,85,101
2016-10-01 00:00:00,101,21057,303,401,offline,1036,49
2016-10-01 00:00:00,101,20008,303,401,offline,556,14
2016-10-01 00:00:00,101,21715,302,408,offline,856,123
